X;Y;Action;QValue;Epsilon
14;46;6;0;0,9801
14;46;7;0;0,9801
14;46;8;0;0,9801
14;47;0;0;0,9801
14;47;1;0;0,9801
14;47;2;0;0,9801
14;47;3;0;0,9801
14;47;4;0;0,9801
14;47;5;0;0,9801
14;47;6;0;0,9801
14;47;7;0;0,9801
14;47;8;0;0,9801
14;48;0;0;0,9801
14;48;1;0;0,9801
14;48;2;0;0,9801
14;48;3;0;0,9801
14;48;4;0;0,9801
14;48;5;0;0,9801
14;48;6;0;0,9801
14;48;7;0;0,9801
14;48;8;0;0,9801
14;49;0;0;0,9801
14;49;1;0;0,9801
14;49;2;0;0,9801
14;49;3;0;0,9801
14;49;4;0;0,9801
14;49;5;0;0,9801
14;49;6;0;0,9801
14;49;7;0;0,9801
14;49;8;0;0,9801
15;0;0;0;0,9801
15;0;1;0;0,9801
15;0;2;0;0,9801
15;0;3;0;0,9801
15;0;4;0;0,9801
15;0;5;0;0,9801
15;0;6;0;0,9801
15;0;7;0;0,9801
15;0;8;0;0,9801
15;1;0;0;0,9801
15;1;1;0;0,9801
15;1;2;0;0,9801
15;1;3;0;0,9801
15;1;4;0;0,9801
15;1;5;0;0,9801
15;1;6;0;0,9801
15;1;7;0;0,9801
15;1;8;0;0,9801
15;2;0;0;0,9801
15;2;1;0;0,9801
15;2;2;0;0,9801
15;2;3;0;0,9801
15;2;4;0;0,9801
15;2;5;0;0,9801
15;2;6;0;0,9801
15;2;7;0;0,9801
15;2;8;0;0,9801
15;3;0;0;0,9801
15;3;1;0;0,9801
15;3;2;0;0,9801
15;3;3;0;0,9801
15;3;4;0;0,9801
15;3;5;0;0,9801
15;3;6;0;0,9801
15;3;7;0;0,9801
15;3;8;0;0,9801
15;4;0;0;0,9801
15;4;1;0;0,9801
15;4;2;0;0,9801
15;4;3;0;0,9801
15;4;4;0;0,9801
15;4;5;0;0,9801
15;4;6;0;0,9801
15;4;7;0;0,9801
15;4;8;0;0,9801
15;5;0;0;0,9801
15;5;1;0;0,9801
15;5;2;0;0,9801
15;5;3;0;0,9801
15;5;4;0;0,9801
15;5;5;0;0,9801
15;5;6;0;0,9801
15;5;7;0;0,9801
15;5;8;0;0,9801
15;6;0;0;0,9801
15;6;1;0;0,9801
15;6;2;0;0,9801
15;6;3;0;0,9801
15;6;4;0;0,9801
15;6;5;0;0,9801
15;6;6;0;0,9801
15;6;7;0;0,9801
15;6;8;0;0,9801
15;7;0;0;0,9801
15;7;1;0;0,9801
15;7;2;0;0,9801
15;7;3;0;0,9801
15;7;4;0;0,9801
15;7;5;0;0,9801
15;7;6;0;0,9801
15;7;7;0;0,9801
15;7;8;0;0,9801
15;8;0;0;0,9801
15;8;1;0;0,9801
15;8;2;0;0,9801
15;8;3;0;0,9801
15;8;4;0;0,9801
15;8;5;0;0,9801
15;8;6;0;0,9801
15;8;7;0;0,9801
15;8;8;0;0,9801
15;9;0;0;0,9801
15;9;1;0;0,9801
15;9;2;0;0,9801
15;9;3;0;0,9801
15;9;4;0;0,9801
15;9;5;0;0,9801
15;9;6;0;0,9801
15;9;7;0;0,9801
15;9;8;0;0,9801
15;10;0;0;0,9801
15;10;1;0;0,9801
15;10;2;0;0,9801
15;10;3;0;0,9801
15;10;4;0;0,9801
15;10;5;0;0,9801
15;10;6;0;0,9801
15;10;7;0;0,9801
15;10;8;0;0,9801
15;11;0;0;0,9801
15;11;1;0;0,9801
15;11;2;0;0,9801
15;11;3;0;0,9801
15;11;4;0;0,9801
15;11;5;0;0,9801
15;11;6;0;0,9801
15;11;7;0;0,9801
15;11;8;0;0,9801
15;12;0;0;0,9801
15;12;1;0;0,9801
15;12;2;0;0,9801
15;12;3;0;0,9801
15;12;4;0;0,9801
15;12;5;0;0,9801
15;12;6;0;0,9801
15;12;7;0;0,9801
15;12;8;0;0,9801
15;13;0;0;0,9801
15;13;1;0;0,9801
15;13;2;0;0,9801
15;13;3;0;0,9801
15;13;4;0;0,9801
15;13;5;0;0,9801
15;13;6;0;0,9801
15;13;7;0;0,9801
15;13;8;0;0,9801
15;14;0;0;0,9801
15;14;1;0;0,9801
15;14;2;0;0,9801
15;14;3;0;0,9801
15;14;4;0;0,9801
15;14;5;0;0,9801
15;14;6;0;0,9801
15;14;7;0;0,9801
15;14;8;0;0,9801
15;15;0;0;0,9801
15;15;1;0;0,9801
15;15;2;0;0,9801
15;15;3;0;0,9801
15;15;4;0;0,9801
15;15;5;0;0,9801
15;15;6;0;0,9801
15;15;7;0;0,9801
15;15;8;0;0,9801
15;16;0;0;0,9801
15;16;1;0;0,9801
15;16;2;0;0,9801
15;16;3;0;0,9801
15;16;4;0;0,9801
15;16;5;0;0,9801
15;16;6;0;0,9801
15;16;7;0;0,9801
15;16;8;0;0,9801
15;17;0;0;0,9801
15;17;1;0;0,9801
15;17;2;0;0,9801
15;17;3;0;0,9801
15;17;4;0;0,9801
15;17;5;0;0,9801
15;17;6;0;0,9801
15;17;7;0;0,9801
15;17;8;0;0,9801
15;18;0;0;0,9801
15;18;1;0;0,9801
15;18;2;0;0,9801
15;18;3;0;0,9801
15;18;4;0;0,9801
15;18;5;0;0,9801
15;18;6;0;0,9801
15;18;7;0;0,9801
15;18;8;0;0,9801
15;19;0;0;0,9801
15;19;1;0;0,9801
15;19;2;0;0,9801
15;19;3;0;0,9801
15;19;4;0;0,9801
15;19;5;0;0,9801
15;19;6;0;0,9801
15;19;7;0;0,9801
15;19;8;0;0,9801
15;20;0;0;0,9801
15;20;1;0;0,9801
15;20;2;0;0,9801
15;20;3;0;0,9801
15;20;4;0;0,9801
15;20;5;0;0,9801
15;20;6;-0,001;0,9801
15;20;7;0;0,9801
15;20;8;0;0,9801
15;21;0;-0,01;0,9801
15;21;1;0;0,9801
15;21;2;0;0,9801
15;21;3;0;0,9801
15;21;4;-0,001;0,9801
15;21;5;0;0,9801
15;21;6;0;0,9801
15;21;7;0;0,9801
15;21;8;0;0,9801
15;22;0;0;0,9801
15;22;1;0;0,9801
15;22;2;0;0,9801
15;22;3;0;0,9801
15;22;4;0;0,9801
15;22;5;0;0,9801
15;22;6;0;0,9801
15;22;7;0;0,9801
15;22;8;-0,001;0,9801
15;23;0;0;0,9801
15;23;1;0;0,9801
15;23;2;0;0,9801
15;23;3;0;0,9801
15;23;4;0;0,9801
15;23;5;0;0,9801
15;23;6;0;0,9801
15;23;7;0;0,9801
15;23;8;0;0,9801
15;24;0;0;0,9801
15;24;1;0;0,9801
15;24;2;0;0,9801
15;24;3;0;0,9801
15;24;4;0;0,9801
15;24;5;0;0,9801
15;24;6;0;0,9801
15;24;7;0;0,9801
15;24;8;0;0,9801
15;25;0;0;0,9801
15;25;1;0;0,9801
15;25;2;0;0,9801
15;25;3;0;0,9801
15;25;4;0;0,9801
15;25;5;0;0,9801
15;25;6;0;0,9801
15;25;7;0;0,9801
15;25;8;0;0,9801
15;26;0;0;0,9801
15;26;1;0;0,9801
15;26;2;0;0,9801
15;26;3;0;0,9801
15;26;4;0;0,9801
15;26;5;0;0,9801
15;26;6;0;0,9801
15;26;7;0;0,9801
15;26;8;0;0,9801
15;27;0;0;0,9801
15;27;1;0;0,9801
15;27;2;0;0,9801
15;27;3;0;0,9801
15;27;4;0;0,9801
15;27;5;0;0,9801
15;27;6;0;0,9801
15;27;7;0;0,9801
15;27;8;0;0,9801
15;28;0;0;0,9801
15;28;1;0;0,9801
15;28;2;0;0,9801
15;28;3;0;0,9801
15;28;4;0;0,9801
15;28;5;0;0,9801
15;28;6;0;0,9801
15;28;7;0;0,9801
15;28;8;0;0,9801
15;29;0;0;0,9801
15;29;1;0;0,9801
15;29;2;0;0,9801
15;29;3;0;0,9801
15;29;4;0;0,9801
15;29;5;0;0,9801
15;29;6;0;0,9801
15;29;7;0;0,9801
15;29;8;0;0,9801
15;30;0;0;0,9801
15;30;1;0;0,9801
15;30;2;0;0,9801
15;30;3;0;0,9801
15;30;4;0;0,9801
15;30;5;0;0,9801
15;30;6;0;0,9801
15;30;7;0;0,9801
15;30;8;0;0,9801
15;31;0;0;0,9801
15;31;1;0;0,9801
15;31;2;0;0,9801
15;31;3;0;0,9801
15;31;4;0;0,9801
15;31;5;0;0,9801
15;31;6;0;0,9801
15;31;7;0;0,9801
15;31;8;0;0,9801
15;32;0;0;0,9801
15;32;1;0;0,9801
15;32;2;0;0,9801
15;32;3;0;0,9801
15;32;4;0;0,9801
15;32;5;0;0,9801
15;32;6;0;0,9801
15;32;7;0;0,9801
15;32;8;0;0,9801
15;33;0;0;0,9801
15;33;1;0;0,9801
15;33;2;0;0,9801
15;33;3;0;0,9801
15;33;4;0;0,9801
15;33;5;0;0,9801
15;33;6;0;0,9801
15;33;7;0;0,9801
15;33;8;0;0,9801
15;34;0;0;0,9801
15;34;1;0;0,9801
15;34;2;0;0,9801
15;34;3;0;0,9801
15;34;4;0;0,9801
15;34;5;0;0,9801
15;34;6;0;0,9801
15;34;7;0;0,9801
15;34;8;0;0,9801
15;35;0;0;0,9801
15;35;1;0;0,9801
15;35;2;0;0,9801
15;35;3;0;0,9801
15;35;4;0;0,9801
15;35;5;0;0,9801
15;35;6;0;0,9801
15;35;7;0;0,9801
15;35;8;0;0,9801
15;36;0;0;0,9801
15;36;1;0;0,9801
15;36;2;0;0,9801
15;36;3;0;0,9801
15;36;4;0;0,9801
15;36;5;0;0,9801
15;36;6;0;0,9801
15;36;7;0;0,9801
15;36;8;0;0,9801
15;37;0;0;0,9801
15;37;1;0;0,9801
15;37;2;0;0,9801
15;37;3;0;0,9801
15;37;4;0;0,9801
15;37;5;0;0,9801
15;37;6;0;0,9801
15;37;7;0;0,9801
15;37;8;0;0,9801
15;38;0;0;0,9801
15;38;1;0;0,9801
15;38;2;0;0,9801
15;38;3;0;0,9801
15;38;4;0;0,9801
15;38;5;0;0,9801
15;38;6;0;0,9801
15;38;7;0;0,9801
15;38;8;0;0,9801
15;39;0;0;0,9801
15;39;1;0;0,9801
15;39;2;0;0,9801
15;39;3;0;0,9801
15;39;4;0;0,9801
15;39;5;0;0,9801
15;39;6;0;0,9801
15;39;7;0;0,9801
15;39;8;0;0,9801
15;40;0;0;0,9801
15;40;1;0;0,9801
15;40;2;0;0,9801
15;40;3;0;0,9801
15;40;4;0;0,9801
15;40;5;0;0,9801
15;40;6;0;0,9801
15;40;7;0;0,9801
15;40;8;0;0,9801
15;41;0;0;0,9801
15;41;1;0;0,9801
15;41;2;0;0,9801
15;41;3;0;0,9801
15;41;4;0;0,9801
15;41;5;0;0,9801
15;41;6;0;0,9801
15;41;7;0;0,9801
15;41;8;0;0,9801
15;42;0;0;0,9801
15;42;1;0;0,9801
15;42;2;0;0,9801
15;42;3;0;0,9801
15;42;4;0;0,9801
15;42;5;0;0,9801
15;42;6;0;0,9801
15;42;7;0;0,9801
15;42;8;0;0,9801
15;43;0;0;0,9801
15;43;1;0;0,9801
15;43;2;0;0,9801
15;43;3;0;0,9801
15;43;4;0;0,9801
15;43;5;0;0,9801
15;43;6;0;0,9801
15;43;7;0;0,9801
15;43;8;0;0,9801
15;44;0;0;0,9801
15;44;1;0;0,9801
15;44;2;0;0,9801
15;44;3;0;0,9801
15;44;4;0;0,9801
15;44;5;0;0,9801
15;44;6;0;0,9801
15;44;7;0;0,9801
15;44;8;0;0,9801
15;45;0;0;0,9801
15;45;1;0;0,9801
15;45;2;0;0,9801
15;45;3;0;0,9801
15;45;4;0;0,9801
15;45;5;0;0,9801
15;45;6;0;0,9801
15;45;7;0;0,9801
15;45;8;0;0,9801
15;46;0;0;0,9801
15;46;1;0;0,9801
15;46;2;0;0,9801
15;46;3;0;0,9801
15;46;4;0;0,9801
15;46;5;0;0,9801
15;46;6;0;0,9801
15;46;7;0;0,9801
15;46;8;0;0,9801
15;47;0;0;0,9801
15;47;1;0;0,9801
15;47;2;0;0,9801
15;47;3;0;0,9801
15;47;4;0;0,9801
15;47;5;0;0,9801
15;47;6;0;0,9801
15;47;7;0;0,9801
15;47;8;0;0,9801
15;48;0;0;0,9801
15;48;1;0;0,9801
15;48;2;0;0,9801
15;48;3;0;0,9801
15;48;4;0;0,9801
15;48;5;0;0,9801
15;48;6;0;0,9801
15;48;7;0;0,9801
15;48;8;0;0,9801
15;49;0;0;0,9801
15;49;1;0;0,9801
15;49;2;0;0,9801
15;49;3;0;0,9801
15;49;4;0;0,9801
15;49;5;0;0,9801
15;49;6;0;0,9801
15;49;7;0;0,9801
15;49;8;0;0,9801
16;0;0;0;0,9801
16;0;1;0;0,9801
16;0;2;0;0,9801
16;0;3;0;0,9801
16;0;4;0;0,9801
16;0;5;0;0,9801
16;0;6;0;0,9801
16;0;7;0;0,9801
16;0;8;0;0,9801
16;1;0;0;0,9801
16;1;1;0;0,9801
16;1;2;0;0,9801
16;1;3;0;0,9801
16;1;4;0;0,9801
16;1;5;0;0,9801
16;1;6;0;0,9801
16;1;7;0;0,9801
16;1;8;0;0,9801
16;2;0;0;0,9801
16;2;1;0;0,9801
16;2;2;0;0,9801
16;2;3;0;0,9801
16;2;4;0;0,9801
16;2;5;0;0,9801
16;2;6;0;0,9801
16;2;7;0;0,9801
16;2;8;0;0,9801
16;3;0;0;0,9801
16;3;1;0;0,9801
16;3;2;0;0,9801
16;3;3;0;0,9801
16;3;4;0;0,9801
16;3;5;0;0,9801
16;3;6;0;0,9801
16;3;7;0;0,9801
16;3;8;0;0,9801
16;4;0;0;0,9801
16;4;1;0;0,9801
16;4;2;0;0,9801
16;4;3;0;0,9801
16;4;4;0;0,9801
16;4;5;0;0,9801
16;4;6;0;0,9801
16;4;7;0;0,9801
16;4;8;0;0,9801
16;5;0;0;0,9801
16;5;1;0;0,9801
16;5;2;0;0,9801
16;5;3;0;0,9801
16;5;4;0;0,9801
16;5;5;0;0,9801
16;5;6;0;0,9801
16;5;7;0;0,9801
16;5;8;0;0,9801
16;6;0;0;0,9801
16;6;1;0;0,9801
16;6;2;0;0,9801
16;6;3;0;0,9801
16;6;4;0;0,9801
16;6;5;0;0,9801
16;6;6;0;0,9801
16;6;7;0;0,9801
16;6;8;0;0,9801
16;7;0;0;0,9801
16;7;1;0;0,9801
16;7;2;0;0,9801
16;7;3;0;0,9801
16;7;4;0;0,9801
16;7;5;0;0,9801
16;7;6;0;0,9801
16;7;7;0;0,9801
16;7;8;0;0,9801
16;8;0;0;0,9801
16;8;1;0;0,9801
16;8;2;0;0,9801
16;8;3;0;0,9801
16;8;4;0;0,9801
16;8;5;0;0,9801
16;8;6;0;0,9801
16;8;7;0;0,9801
16;8;8;0;0,9801
16;9;0;0;0,9801
16;9;1;0;0,9801
16;9;2;0;0,9801
16;9;3;0;0,9801
16;9;4;0;0,9801
16;9;5;0;0,9801
16;9;6;0;0,9801
16;9;7;0;0,9801
16;9;8;0;0,9801
16;10;0;0;0,9801
16;10;1;0;0,9801
16;10;2;0;0,9801
16;10;3;0;0,9801
16;10;4;0;0,9801
16;10;5;0;0,9801
16;10;6;0;0,9801
16;10;7;0;0,9801
16;10;8;0;0,9801
16;11;0;0;0,9801
16;11;1;0;0,9801
16;11;2;0;0,9801
16;11;3;0;0,9801
16;11;4;0;0,9801
16;11;5;0;0,9801
16;11;6;0;0,9801
16;11;7;0;0,9801
16;11;8;0;0,9801
16;12;0;0;0,9801
16;12;1;0;0,9801
16;12;2;0;0,9801
16;12;3;0;0,9801
16;12;4;0;0,9801
16;12;5;0;0,9801
16;12;6;0;0,9801
16;12;7;0;0,9801
16;12;8;0;0,9801
16;13;0;0;0,9801
16;13;1;0;0,9801
16;13;2;0;0,9801
16;13;3;0;0,9801
16;13;4;0;0,9801
16;13;5;0;0,9801
16;13;6;0;0,9801
16;13;7;0;0,9801
16;13;8;0;0,9801
16;14;0;0;0,9801
16;14;1;0;0,9801
16;14;2;0;0,9801
16;14;3;0;0,9801
16;14;4;0;0,9801
16;14;5;0;0,9801
16;14;6;0;0,9801
16;14;7;0;0,9801
16;14;8;0;0,9801
16;15;0;0;0,9801
16;15;1;0;0,9801
16;15;2;0;0,9801
16;15;3;0;0,9801
16;15;4;0;0,9801
16;15;5;0;0,9801
16;15;6;0;0,9801
16;15;7;0;0,9801
16;15;8;0;0,9801
16;16;0;0;0,9801
16;16;1;0;0,9801
16;16;2;0;0,9801
16;16;3;0;0,9801
16;16;4;0;0,9801
16;16;5;0;0,9801
16;16;6;0;0,9801
16;16;7;0;0,9801
16;16;8;0;0,9801
16;17;0;0;0,9801
16;17;1;0;0,9801
16;17;2;0;0,9801
16;17;3;0;0,9801
16;17;4;0;0,9801
16;17;5;0;0,9801
16;17;6;0;0,9801
16;17;7;0;0,9801
16;17;8;0;0,9801
16;18;0;0;0,9801
16;18;1;0;0,9801
16;18;2;0;0,9801
16;18;3;0;0,9801
16;18;4;0;0,9801
16;18;5;0;0,9801
16;18;6;0;0,9801
16;18;7;0;0,9801
16;18;8;0;0,9801
16;19;0;-0,01;0,9801
16;19;1;0;0,9801
16;19;2;0;0,9801
16;19;3;0;0,9801
16;19;4;0;0,9801
16;19;5;-0,001;0,9801
16;19;6;0;0,9801
16;19;7;0;0,9801
16;19;8;0;0,9801
16;20;0;0;0,9801
16;20;1;0;0,9801
16;20;2;0;0,9801
16;20;3;-0,001;0,9801
16;20;4;0;0,9801
16;20;5;0;0,9801
16;20;6;0;0,9801
16;20;7;0;0,9801
16;20;8;0;0,9801
16;21;0;0;0,9801
16;21;1;0;0,9801
16;21;2;0;0,9801
16;21;3;-0,001;0,9801
16;21;4;0;0,9801
16;21;5;0;0,9801
16;21;6;0;0,9801
16;21;7;0;0,9801
16;21;8;-0,00199;0,9801
16;22;0;0;0,9801
16;22;1;0;0,9801
16;22;2;0;0,9801
16;22;3;0;0,9801
16;22;4;0;0,9801
16;22;5;0;0,9801
16;22;6;0;0,9801
16;22;7;0;0,9801
16;22;8;0;0,9801
16;23;0;0;0,9801
16;23;1;0;0,9801
16;23;2;0;0,9801
16;23;3;0;0,9801
16;23;4;0;0,9801
16;23;5;0;0,9801
16;23;6;0;0,9801
16;23;7;-0,00199;0,9801
16;23;8;0;0,9801
16;24;0;0;0,9801
16;24;1;0;0,9801
16;24;2;0;0,9801
16;24;3;0;0,9801
16;24;4;0;0,9801
16;24;5;0;0,9801
16;24;6;0;0,9801
16;24;7;0;0,9801
16;24;8;0;0,9801
16;25;0;0;0,9801
16;25;1;0;0,9801
16;25;2;0;0,9801
16;25;3;0;0,9801
16;25;4;0;0,9801
16;25;5;0;0,9801
16;25;6;0;0,9801
16;25;7;0;0,9801
16;25;8;0;0,9801
16;26;0;0;0,9801
16;26;1;0;0,9801
16;26;2;0;0,9801
16;26;3;0;0,9801
16;26;4;0;0,9801
16;26;5;0;0,9801
16;26;6;0;0,9801
16;26;7;0;0,9801
16;26;8;0;0,9801
16;27;0;0;0,9801
16;27;1;0;0,9801
16;27;2;0;0,9801
16;27;3;0;0,9801
16;27;4;0;0,9801
16;27;5;0;0,9801
16;27;6;0;0,9801
16;27;7;0;0,9801
16;27;8;0;0,9801
16;28;0;0;0,9801
16;28;1;0;0,9801
16;28;2;0;0,9801
16;28;3;0;0,9801
16;28;4;0;0,9801
16;28;5;0;0,9801
16;28;6;0;0,9801
16;28;7;0;0,9801
16;28;8;0;0,9801
16;29;0;0;0,9801
16;29;1;0;0,9801
16;29;2;0;0,9801
16;29;3;0;0,9801
16;29;4;0;0,9801
16;29;5;0;0,9801
16;29;6;0;0,9801
16;29;7;0;0,9801
16;29;8;0;0,9801
16;30;0;0;0,9801
16;30;1;0;0,9801
16;30;2;0;0,9801
16;30;3;0;0,9801
16;30;4;0;0,9801
16;30;5;0;0,9801
16;30;6;0;0,9801
16;30;7;0;0,9801
16;30;8;0;0,9801
16;31;0;0;0,9801
16;31;1;0;0,9801
16;31;2;0;0,9801
16;31;3;0;0,9801
16;31;4;0;0,9801
16;31;5;0;0,9801
16;31;6;0;0,9801
16;31;7;0;0,9801
16;31;8;0;0,9801
16;32;0;0;0,9801
16;32;1;0;0,9801
16;32;2;0;0,9801
16;32;3;0;0,9801
16;32;4;0;0,9801
16;32;5;0;0,9801
16;32;6;0;0,9801
16;32;7;0;0,9801
16;32;8;0;0,9801
16;33;0;0;0,9801
16;33;1;0;0,9801
16;33;2;0;0,9801
16;33;3;0;0,9801
16;33;4;0;0,9801
16;33;5;0;0,9801
16;33;6;0;0,9801
16;33;7;0;0,9801
16;33;8;0;0,9801
16;34;0;0;0,9801
16;34;1;0;0,9801
16;34;2;0;0,9801
16;34;3;0;0,9801
16;34;4;0;0,9801
16;34;5;0;0,9801
16;34;6;0;0,9801
16;34;7;0;0,9801
16;34;8;0;0,9801
16;35;0;0;0,9801
16;35;1;0;0,9801
16;35;2;0;0,9801
16;35;3;0;0,9801
16;35;4;0;0,9801
16;35;5;0;0,9801
16;35;6;0;0,9801
16;35;7;0;0,9801
16;35;8;0;0,9801
16;36;0;0;0,9801
16;36;1;0;0,9801
16;36;2;0;0,9801
16;36;3;0;0,9801
16;36;4;0;0,9801
16;36;5;0;0,9801
16;36;6;0;0,9801
16;36;7;0;0,9801
16;36;8;0;0,9801
16;37;0;0;0,9801
16;37;1;0;0,9801
16;37;2;0;0,9801
16;37;3;0;0,9801
16;37;4;0;0,9801
16;37;5;0;0,9801
16;37;6;0;0,9801
16;37;7;0;0,9801
16;37;8;0;0,9801
16;38;0;0;0,9801
16;38;1;0;0,9801
16;38;2;0;0,9801
16;38;3;0;0,9801
16;38;4;0;0,9801
16;38;5;0;0,9801
16;38;6;0;0,9801
16;38;7;0;0,9801
16;38;8;0;0,9801
16;39;0;0;0,9801
16;39;1;0;0,9801
16;39;2;0;0,9801
16;39;3;0;0,9801
16;39;4;0;0,9801
16;39;5;0;0,9801
16;39;6;0;0,9801
16;39;7;0;0,9801
16;39;8;0;0,9801
16;40;0;0;0,9801
16;40;1;0;0,9801
16;40;2;0;0,9801
16;40;3;0;0,9801
16;40;4;0;0,9801
16;40;5;0;0,9801
16;40;6;0;0,9801
16;40;7;0;0,9801
16;40;8;0;0,9801
16;41;0;0;0,9801
16;41;1;0;0,9801
16;41;2;0;0,9801
16;41;3;0;0,9801
16;41;4;0;0,9801
16;41;5;0;0,9801
16;41;6;0;0,9801
16;41;7;0;0,9801
16;41;8;0;0,9801
16;42;0;0;0,9801
16;42;1;0;0,9801
16;42;2;0;0,9801
16;42;3;0;0,9801
16;42;4;0;0,9801
16;42;5;0;0,9801
16;42;6;0;0,9801
16;42;7;0;0,9801
16;42;8;0;0,9801
16;43;0;0;0,9801
16;43;1;0;0,9801
16;43;2;0;0,9801
16;43;3;0;0,9801
16;43;4;0;0,9801
16;43;5;0;0,9801
16;43;6;0;0,9801
16;43;7;0;0,9801
16;43;8;0;0,9801
16;44;0;0;0,9801
16;44;1;0;0,9801
16;44;2;0;0,9801
16;44;3;0;0,9801
16;44;4;0;0,9801
16;44;5;0;0,9801
16;44;6;0;0,9801
16;44;7;0;0,9801
16;44;8;0;0,9801
16;45;0;0;0,9801
16;45;1;0;0,9801
16;45;2;0;0,9801
16;45;3;0;0,9801
16;45;4;0;0,9801
16;45;5;0;0,9801
16;45;6;0;0,9801
16;45;7;0;0,9801
16;45;8;0;0,9801
16;46;0;0;0,9801
16;46;1;0;0,9801
16;46;2;0;0,9801
16;46;3;0;0,9801
16;46;4;0;0,9801
16;46;5;0;0,9801
16;46;6;0;0,9801
16;46;7;0;0,9801
16;46;8;0;0,9801
16;47;0;0;0,9801
16;47;1;0;0,9801
16;47;2;0;0,9801
16;47;3;0;0,9801
16;47;4;0;0,9801
16;47;5;0;0,9801
16;47;6;0;0,9801
16;47;7;0;0,9801
16;47;8;0;0,9801
16;48;0;0;0,9801
16;48;1;0;0,9801
16;48;2;0;0,9801
16;48;3;0;0,9801
16;48;4;0;0,9801
16;48;5;0;0,9801
16;48;6;0;0,9801
16;48;7;0;0,9801
16;48;8;0;0,9801
16;49;0;0;0,9801
16;49;1;0;0,9801
16;49;2;0;0,9801
16;49;3;0;0,9801
16;49;4;0;0,9801
16;49;5;0;0,9801
16;49;6;0;0,9801
16;49;7;0;0,9801
16;49;8;0;0,9801
17;0;0;0;0,9801
17;0;1;0;0,9801
17;0;2;0;0,9801
17;0;3;0;0,9801
17;0;4;0;0,9801
17;0;5;0;0,9801
17;0;6;0;0,9801
17;0;7;0;0,9801
17;0;8;0;0,9801
17;1;0;0;0,9801
17;1;1;0;0,9801
17;1;2;0;0,9801
17;1;3;0;0,9801
17;1;4;0;0,9801
17;1;5;0;0,9801
17;1;6;0;0,9801
17;1;7;0;0,9801
17;1;8;0;0,9801
17;2;0;0;0,9801
17;2;1;0;0,9801
17;2;2;0;0,9801
17;2;3;0;0,9801
17;2;4;0;0,9801
17;2;5;0;0,9801
17;2;6;0;0,9801
17;2;7;0;0,9801
17;2;8;0;0,9801
17;3;0;0;0,9801
17;3;1;0;0,9801
17;3;2;0;0,9801
17;3;3;0;0,9801
17;3;4;0;0,9801
17;3;5;0;0,9801
17;3;6;0;0,9801
17;3;7;0;0,9801
17;3;8;0;0,9801
17;4;0;0;0,9801
17;4;1;0;0,9801
17;4;2;0;0,9801
17;4;3;0;0,9801
17;4;4;0;0,9801
17;4;5;0;0,9801
17;4;6;0;0,9801
17;4;7;0;0,9801
17;4;8;0;0,9801
17;5;0;0;0,9801
17;5;1;0;0,9801
17;5;2;0;0,9801
17;5;3;0;0,9801
17;5;4;0;0,9801
17;5;5;0;0,9801
17;5;6;0;0,9801
17;5;7;0;0,9801
17;5;8;0;0,9801
17;6;0;0;0,9801
17;6;1;0;0,9801
17;6;2;0;0,9801
17;6;3;0;0,9801
17;6;4;0;0,9801
17;6;5;0;0,9801
17;6;6;0;0,9801
17;6;7;0;0,9801
17;6;8;0;0,9801
17;7;0;0;0,9801
17;7;1;0;0,9801
17;7;2;0;0,9801
17;7;3;0;0,9801
17;7;4;0;0,9801
17;7;5;0;0,9801
17;7;6;0;0,9801
17;7;7;0;0,9801
17;7;8;0;0,9801
17;8;0;0;0,9801
17;8;1;0;0,9801
17;8;2;0;0,9801
17;8;3;0;0,9801
17;8;4;0;0,9801
17;8;5;0;0,9801
17;8;6;0;0,9801
17;8;7;0;0,9801
17;8;8;0;0,9801
17;9;0;0;0,9801
17;9;1;0;0,9801
17;9;2;0;0,9801
17;9;3;0;0,9801
17;9;4;0;0,9801
17;9;5;0;0,9801
17;9;6;0;0,9801
17;9;7;0;0,9801
17;9;8;0;0,9801
17;10;0;0;0,9801
17;10;1;0;0,9801
17;10;2;0;0,9801
17;10;3;0;0,9801
17;10;4;0;0,9801
17;10;5;0;0,9801
17;10;6;0;0,9801
17;10;7;0;0,9801
17;10;8;0;0,9801
17;11;0;0;0,9801
17;11;1;0;0,9801
17;11;2;0;0,9801
17;11;3;0;0,9801
17;11;4;0;0,9801
17;11;5;0;0,9801
17;11;6;0;0,9801
17;11;7;0;0,9801
17;11;8;0;0,9801
17;12;0;0;0,9801
17;12;1;0;0,9801
17;12;2;0;0,9801
17;12;3;0;0,9801
17;12;4;0;0,9801
17;12;5;0;0,9801
17;12;6;0;0,9801
17;12;7;0;0,9801
17;12;8;0;0,9801
17;13;0;0;0,9801
17;13;1;0;0,9801
17;13;2;0;0,9801
17;13;3;0;0,9801
17;13;4;0;0,9801
17;13;5;0;0,9801
17;13;6;0;0,9801
17;13;7;0;0,9801
17;13;8;0;0,9801
17;14;0;0;0,9801
17;14;1;0;0,9801
17;14;2;0;0,9801
17;14;3;0;0,9801
17;14;4;0;0,9801
17;14;5;0;0,9801
17;14;6;0;0,9801
17;14;7;0;0,9801
17;14;8;0;0,9801
17;15;0;0;0,9801
17;15;1;0;0,9801
17;15;2;0;0,9801
17;15;3;0;0,9801
17;15;4;0;0,9801
17;15;5;0;0,9801
17;15;6;0;0,9801
17;15;7;0;0,9801
